"id","text","target","s. target","s. others","s. society","is_tweet","is_headline","split"
"62","La gestión pasiva concentra 12.750 millones de euros, el 3,9% del patrimonio total de los fondos en nuestro país.","los fondos en nuestro país","pos","neu","pos","True","False","train"
"63","El Big Data & AI Congress constata que la Inteligencia Artificial avanzará el abordaje de enfermedades","la Inteligencia Artificial","pos","pos","pos","True","False","train"
"64","Novartis triplica sus beneficios en 2021 y alcanza los 21.230 millones de euros","Novartis","pos","neu","neu","True","False","train"
"65","El Louvre cierra este viernes para resguardar sus obras de las inundaciones","El Louvre","pos","neu","pos","True","False","train"
"66","Indra dotará al Chinook CH-47F de sistemas de defensa electrónica de última generación por 35 millones","Indra","pos","neu","pos","True","False","train"
"67","Los trabajadores de ITP en Sestao y Barakaldo piden una solución 'in extremis' a sus despidos","trabajadores de ITP","neg","neg","neg","True","False","train"
"68","La inflación se dispara 1,2 puntos en diciembre y cierra el año en el 6,7%, récord desde marzo de 1992.","inflación","pos","neg","neg","True","False","train"
"69","Santander baja hasta un 2% pese a batir previsiones con sus cuentas","Santander","neg","neu","neu","True","False","train"
"70","LCDelaviuda Confectionery Group cerró su último ejercicio, el pasado 30 de junio, con 99,5M€ de facturación, un 10% menos que un año antes, pero con un impacto muy ""asimétrico"" de la pandemia sobre sus divisiones.","Confectionery Group","neg","neu","neg","True","False","train"
"71","El enorme crecimiento de Shein, que se ha hecho con una cuarta parte del mercado estadounidense de moda rápida, es una amenaza para compañías como Inditex y H&amp;M. ","Inditex","neg","neu","neu","True","False","train"
"72","India capitaliza la diversificación post-Covid: disparará sus exportaciones textiles un 81% hasta 2026","India","pos","pos","pos","True","False","train"
"73","El Gobierno prorroga la suspensión de los desahucios y la moratoria del pago del alquiler hasta agosto","El Gobierno","pos","neu","pos","True","False","train"
"74","Endesa abandonará el gas en 2040 forzado por Enel, su accionista de referencia","Endesa","neg","neu","neg","True","False","train"
"75","MicroStrategy también va al rescate de el bitcoin y compra 414 millones de dólares más","bitcoin ","pos","neu","pos","True","False","train"
"76","Vértice 360 eleva un 51,1% su beneficio apoyada en el crecimiento de ingresos","Vértice 360","pos","neu","neu","True","False","train"
"77","Investigadores del MIT desarrollan un sistema para que los robots puedan reconocer un objeto a través del tacto","Investigadores del MIT","pos","pos","pos","True","False","train"
"78","El precio de la electricidad dará un leve respiro en Nochebuena","precio de la electricidad","neg","pos","pos","True","False","train"
"79","Horos refuerza su apuesta por carbón y petróleo ante una ""acelerada y desordenada"" transición energética","Horos","pos","neu","pos","True","False","train"
"80","Novartis logra un beneficio de 24.018 millones de dólares en 2021, tres veces más","Novartis","pos","neu","neu","True","False","train"
"81","El regulador brasileño aprueba la venta de activos de Oi a TIM, Telefónica y Claro ","regulador brasileño","pos","neu","pos","True","False","train"
"82","La inversión inmobiliaria caerá en 2020 a niveles no vistos desde 2014, según CBRE","La inversión inmobiliaria","neg","neg","neg","True","False","train"
"83","RT elEconomistaCat: Heycar triunfa en su primer año en España con el auge de los vehículos de ocasión","Heycar ","pos","neu","neu","True","False","train"
"84","El desempleo de Alemania cae en noviembre y la tasa de paro se sitúa en el 5,3%","desempleo de Alemania","pos","pos","pos","True","False","train"
"85","Varapalo al Gobierno: BBVA Research reduce el crecimiento en 2021 al 5,2% tras el hachazo del INE","BBVA Research","neg","neu","neu","True","False","train"
"86","El bitcoin frena sus caídas y sube un 65% en el año ","bitcoin","pos","neu","pos","True","False","train"
"87","Los españoles conservan pesetas por valor de 1.624 millones de euros","Los españoles","pos","neu","pos","True","False","train"
"88","Movistar y Dazn se adjudican los derechos de LaLiga por 4.950 millones ","Movistar y Dazn","pos","neu","pos","True","False","train"
"89","Los datos de Eurostat revelan que el PIB del bloque creció un 2,2% en el tercer trimestre.","PIB","pos","neu","pos","True","False","train"
"90","Wall Street cierra en verde y el Dow Jones sube un 0,44 %","Wall Street","pos","pos","pos","True","False","train"
"91","El euro baja a su mínimo desde octubre tras buenos datos de EEUU","El euro","neg","neg","neg","True","False","train"
"92","Transportes consigna 560 millones en 2022 por el rescate de las autopistas quebradas","Transportes","pos","neu","pos","True","False","train"
"93","La deuda de la Comunidad también es consecuencia de la adhesión al Fondo de Facilidad Financiera","deuda de la Comunidad","neg","neu","neg","True","False","train"
"94","La deuda pública marca un nuevo récord de 1,43 billones de euros en el tercer trimestre","deuda pública","neg","neg","neg","True","False","train"
"95","Abanca gana 323 millones, el 10% aportado por Portugal ","Abanca","pos","neu","pos","True","False","train"
"96","CaixaBank paga a Mapfre 571 millones por romper el acuerdo de seguros","Mapfre","pos","neu","neu","True","False","train"
"97","El Gobierno castiga el ahorro privado y reduce las aportaciones a los planes de pensiones individuales a 1.500 euros","las aportaciones a los planes de pensiones individuales","neg","neu","neg","True","False","train"
"98"," URGENTE | La eurozona se frenó el cuarto trimestre y registró un crecimiento del 5,2% en 2021","eurozona","pos","pos","pos","True","False","train"
"99","Mecalux trabaja a pleno rendimiento para volver a cotizar en Bolsa en abril.","Mecalux","pos","neu","neu","True","False","train"
"100","En octubre la industria española de gestión de activos ha captado otros 1.772 millones.","industria española de gestión de activos","pos","neu","pos","True","False","train"
"101","Bankinter es uno de los valores más alcistas de la banca europea este 2021","Bankinter","pos","neu","pos","True","False","train"
"102","GVC Gaesco nombra a Enrique García Palacio nuevo director general del grupo","Enrique García Palacio","pos","neu","neu","True","False","train"
"103","César Alierta deja la presidencia de Telefónica","César Alierta","neg","neu","neu","True","False","train"
"104","Las empresas tecnológicas españolas: mucha oferta y muy pocos candidatos","empresas tecnológicas españolas","neg","neu","neg","True","False","train"
"105","Wall Street echa el freno en la penúltima sesión del año con caídas de hasta el 0,3%","Wall Street","neg","neu","neg","True","False","train"
"106","Los ingresos por Sociedades ascendieron a los 26.628 millones de euros.","ingresos por Sociedades","pos","neu","pos","True","False","train"
"107","Madrid Nuevo Norte saca pecho como mayor desarrollo urbanístico de España: aportará 15.200 millones al PIB en 24 años","España","pos","neu","pos","True","False","train"
"108","Las subidas del fabricante de envolturas cárnicas y del de piezas de coches llegan al 4%, mientras el gestor de torre de telefonía cae un 3% y CaixaBank, un 2%.","fabricante de envolturas cárnicas y del de piezas de coches","pos","neu","pos","True","False","train"
"109","Inversión | La volatilidad ha llegado para quedarse y tres valores del Ibex son los más ""movidos"" el último año. También son opciones interesantes de inversión para ganar el próximo ejercicio. Informa DianaEsperanzaP","Ibex","neu","neu","neg","True","False","train"
"110","Ikea subirá sus precios una media del 9% en 2022 en todo el mundo. ","Ikea","pos","neu","neg","True","False","train"
"111","Caravaning' Aumenta sus ventas un 7% en 2021
","Caravaning'","pos","neu","pos","True","False","train"
"112","La banca fracasa en su soporte clave antes de los resultados","La banca","neg","neg","neg","True","False","train"
"113","La banca se acicala para reconquistar al cliente","La banca","pos","pos","pos","True","False","train"
"114","La subida de precios de los alimentos típicos de Navidad registra un récord histórico este año","precios de los alimentos típicos de Navidad","pos","neu","neg","True","False","train"
"115","La plantilla de Nissan para en Barcelona ante las dudas de la inversión de la china GWM","inversión de la china GWM","neg","neu","neu","True","False","train"
"116","Zriser vende Thu al grupo irlandés Kingspan ","Zriser","pos","neu","neu","True","False","train"
"117","Ebro Foods vende su negocio de pasta Panzani a CVC Partners por 550 millones","CVC Partners","pos","neu","neu","True","False","train"
"118","El salariomínimo interprofesional profesional se congeló por la pandemia tras haberse incrementado un 22,5% en el año 2018.","salariomínimo","neg","pos","neg","True","False","train"
"119","La deuda pública baja un 0,6% en julio, hasta unos 1,41 billones, pero sigue por encima del 120% del PIB","deuda pública","pos","neg","neg","True","False","train"
"120","Argelia cierra el gasoducto que transportaba gas a España a través de Marruecos","España","neg","neg","neg","True","False","train"
"121","RT elEconomistaCat: La absorción de Bankia es un punto y seguido para La Caixa, según Fainé","La Caixa","pos","neu","neu","True","False","train"
"122","Así afronta Leroy Merlin el coronavirus","Leroy Merlin","pos","neu","neu","True","False","train"
"123","RSC.- Nestlé llegó en 2004 a 82.400 niños en Brasil a través de 'NUTRIR', su campaña nacional contra la desnutrición","Nestlé","pos","neu","pos","True","False","train"
"124","Mahle cierra su fábrica en Barcelona y despedirá a 343 trabajadores","Mahle","neg","neu","neg","True","False","train"
"125","VozTelecom cierra un principio de acuerdo para comprar ComyMedia","VozTelecom","pos","neu","neu","True","False","train"
"126","La Seguridad Social suma 71.948 afiliados en enero y supera el nivel prepandemia ","Seguridad Social","pos","pos","pos","True","False","train"
"127","El precio medio de la gasolina se ha situado esta semana pasada en los 1,520 euros","precio medio de la gasolina","pos","neg","neg","True","False","train"
"128","Ayuso aprueba la ley que abre la economía de Madrid a empresas y autónomos de toda España ","economía de Madrid","pos","pos","pos","True","False","train"
"129","El fondo de los profesores de Arkansas demanda a Allianz","Allianz","neg","neu","neu","True","False","train"
"130","BlackRock compra un 0,76% BBVA y realiza su mayor apuesta en el banco","BlackRock","pos","neu","neu","True","False","train"
"131","Telefónica ofrece hasta el 65% del sueldo a los trabajadores de más de 54 años ","trabajadores de más de 54 años","pos","neu","neu","True","False","train"
"132","Las aerolíneas ven difícil poder reemplazar a Thomas Cook a corto plazo","Las aerolíneas","neg","neu","neg","True","False","train"
"133","Los Presupuestos volverán al Congreso tras el apoyo del Senado a una enmienda de Compromís ","Congreso","pos","neu","pos","True","False","train"
"134","El PIB de España crece por debajo de la media de la Eurozona en el tercer trimestre","PIB de España","neg","neg","neg","True","False","train"
"135","La Bolsa de Lisboa sube el 0,57 % al cierre","La Bolsa de Lisboa","pos","pos","pos","True","False","train"
"136","El sector de componentes para coches ve un 2020 ""desafiante"" y ""preocupante""","sector de componentes para coches","neg","neu","neg","True","False","train"
"137","Telefónica y Amancio Ortega compran a KKR el 40% de Telxius por 215 millones","Telefónica y Amancio Ortega","pos","neu","pos","True","False","train"
"138","Netflix, HBO y las grandes productoras extranjeras, fuera de la cuota del 6% de producción en catalán","la cuota del 6% de producción en catalán","neg","neu","neg","True","False","train"
"139","El bum digital en Israel dispara su moneda y convierte a Tel Aviv en la ciudad más cara del mundo","Israel","pos","neu","pos","True","False","train"
"140","Reino Unido concede 23 licencias de pesca a la UE, que espera obtener siete más","UE","pos","neu","pos","True","False","train"
"141","La empresa de defensa SAPA compra el 5% de Indra por 90,8 millones de euros","SAPA","pos","neu","pos","True","False","train"
"142","Bruselas desbloquea 3.000 millones para el PERTE español del coche eléctrico","PERTE español del coche eléctrico","pos","neu","pos","True","False","train"
"143","Las camisas solidarias que ha diseñado Hawes & Curtis junto al Príncipe Carlos","Hawes & Curtis","pos","neu","pos","True","False","train"
"144","El agujero fiscal del Estado cierra octubre en el 4,48% y el del conjunto de las administraciones acaba septiembre en el 4,23%.","agujero fiscal del Estado","pos","pos","pos","True","False","train"
"145","El Ibex 35 sube un 7,9% en 2021 pero queda descolgado del resto de grandes índices europeos","Ibex 35","pos","neu","pos","True","False","train"
"146","Laminar Pharma busca cotizar en el mercado BME Growth y su medicamento experimental puede alcanzar los 1.000 millones de ingresos anuales.","Laminar Pharma","pos","neu","pos","True","False","train"
"147","El beneficio de BancoSabadell sigue por debajo del resultado previo a la pandemia, de 768 millones en 2019 y pagará en dividendos el 31,8%.","beneficio de BancoSabadell","pos","neu","pos","True","False","train"
"148","El Salón del Automóvil de Barcelona espera reactivar las ventas del sector tras la suspensión de encuentros por la COVID19.","Salón del Automóvil de Barcelona","pos","neu","pos","True","False","train"
"149","Rovi retrocede más de un 30% en Bolsa mientras se investigan dos posibles muertes por la vacuna de Moderna.","Rovi","neg","neu","neg","True","False","train"
"150","Ryanair pierde 143 millones en los primeros nueve meses del año","Ryanair","neg","neu","neu","True","False","train"
"151","La renovable Solarprofit debuta en BME Growth con alzas del 2,8%","renovable Solarprofit","pos","neu","pos","True","False","train"
"152","España, en la zona media de la digitalización europea: lastrada por la formación y los precios","España","neg","neg","neg","True","False","train"
"153","El Gobierno elimina burocracia e impuestos para poner a España en el radar de las ‘start-ups’","‘start-ups’","pos","neu","pos","True","False","train"
"154","Merlin Properties prevé un impacto por el Covid-19 en las rentas brutas de 2020 menor del 10%","Merlin Properties","neg","neu","neu","True","False","train"
"155","Openbank, el banco 100% digital de Santander, inicia su actividad en Argentina","Openbank","pos","neu","pos","True","False","train"
"156","A diferencia de sus competidores, que centran su actividad de redes sociales en Instagram, está volcada en TikTok","TikTok","pos","neu","neu","True","False","train"
"157","El gigante financiero Schroders aterriza en fotovoltaicas en España con Greencoat ","España","pos","neu","pos","True","False","train"
"158","Barricadas y quema de neumáticos frente a la planta de Alcoa por los despidos","planta de Alcoa","neg","neu","neg","True","False","train"
"159","Putin apoya a empresarios al inaugurar primera planta Mercedes-Benz en Moscú","Putin","pos","pos","pos","True","False","train"
"160","La Bolsa de Tokio no opera hoy por ser festivo","La Bolsa de Tokio","neu","neu","neu","True","False","train"
"161","Hacienda coloca en su punto de mira la compra de criptomonedas con tarjeta","la compra de criptomonedas con tarjeta","neg","neu","neg","True","False","train"
"162","El Corte Inglés suma 1.000 millones en operaciones con sus filiales","Corte Inglés","pos","neu","pos","True","False","train"
"163","Los costes de la construcción crecen un 13% por el alza de las materias primas","costes de la construcción","pos","neg","neg","True","False","train"
"164","El petróleo Brent toca los 91 dólares mientras persiste la tensión sobre Ucrania","petróleo Brent","pos","neg","neg","True","False","train"
"165","La inversión en deuda vive su peor año del siglo XXI ","inversión en deuda","neg","neg","neg","True","False","train"
"166","BBVA e Ibercaja capean la crisis de los planes de pensiones, mientras Santander y CaixaBank se hunden, por RubeEscudero","BBVA e Ibercaja","pos","neu","pos","True","False","train"
"167","Economía/OPA.- El Supremo resolverá el próximo día 20 sobre las medidas cautelares pedidas por Endesa para frenar la OPA","El Supremo ","pos","pos","neu","True","False","train"
"168","GVC Gaesco alcanza un patrimonio récord de 1.864 millones, vende en Naturgy e insiste en Meliá Hotels","GVC Gaesco","pos","neu","pos","True","False","train"
"169","Adif ha colocado 600 millones en deuda verde a 10 años, 100 millones más a lo inicialmente previsto.","Adif","neg","neu","neu","True","False","train"
"170","Los precios industriales experimentan la mayor subida de los últimos 45 años.","Los precios industriales","pos","neg","neg","True","False","train"
"171","Bolsa mexicana cierra sin cambios una jornada de bajas en mercados mundiales","Bolsa mexicana","neg","neg","neg","True","False","train"
"172","CEOE denuncia la falta de EPIs de las pymes para reanudar su actividad con garantías","falta de EPIs","neg","neg","neu","True","False","train"
"173","Los fondos marcan récord de seis años al captar 24.000 millones hasta noviembre","Los fondos","pos","neu","neu","True","False","train"
"174","Las empresas no tendrán que sacar licencia para instalarse en Madrid","empresas ","pos","neu","pos","True","False","train"
"175","España pide a Bruselas el primer desembolso de 10.000 millones del fondo de recuperación","España","pos","pos","pos","True","False","train"
"176","La Audiencia Nacional rechaza el recurso de Cemex contra una multa de Hacienda por 456 millones","Cemex","neg","neu","neg","True","False","train"
"177","La futura ley de seguridad 5G abre la vía a prohibir a fabricantes de alto riesgo","fabricantes de alto riesgo","neg","pos","pos","True","False","train"
"178","Amazon pierde terreno por la desaceleración del consumo y los problemas de abastecimiento","Amazon ","neg","neu","neu","True","False","train"
"179","santander_es anuncia una remuneración adicional, con cargo a los beneficios de 2021 en el primer trimestre de 2022, y en total repartirá 3.500 millones.","santander_es","pos","neu","pos","True","False","train"
"180","La quimera de una reforma laboral ""histórica"" sin apoyos suficientes ","reforma laboral","neg","neg","neg","True","False","train"
"181","Barclays mejora sus previsiones para este año en BBVA y Banco Sabadell","Barclays","pos","neu","neu","True","False","train"
"182","La china DiDi dispara sus pérdidas a más de 6.800 millones en nueve meses","DiDi","neg","neu","neu","True","False","train"
"183","El Gobierno negocia con renovables y cogeneradores ajustar anualmente su retribución para reducir los cargos del recibo de la luz.","recibo de la luz","neg","pos","pos","True","False","train"
"184","Enerside se lanza a BME Growth con una ampliación de capital de 40 millones","BME Growth","pos","neu","pos","True","False","train"
"185","COMUNICADO: WISeKey ELA (filial de España y América Latina) nombra Presidente a Víctor Canivell para ampliar el alcance de WISeKey a","WISeKey ELA","pos","neu","neu","True","False","train"
"186","Madrid ha creado 39.000 de los 62.000 nuevos empleos en España","Madrid","pos","pos","pos","True","False","train"
"187","KPN eleva un 110% su beneficio en 2019, hasta 614 millones","KPN","pos","neu","neu","True","False","train"
"188","EEUU: los subsidios por desempleo vuelven a caer por debajo de 200.000","subsidios por desempleo","neg","neu","neg","True","False","train"
"189","La familia Domínguez de Gor atesora una inversión en renta variable española valorada en más de 400 millones de euros.","familia Domínguez de Gor atesora","pos","neu","neu","True","False","train"
"190","Isabel Riaño, nueva directora general de Competitividad y Comercio en el Consejo de la Unión Europea","Isabel Riaño","pos","neu","neu","True","False","train"
"191","España creará 870.000 empleos en 2022","España","pos","pos","pos","True","False","train"
"192","Mediaset pagará 196.000€ de multa por publicidad encubierta de juguetes sexuales en 'La que se avecina'. Informa JCorbachoUC","Mediaset","neg","neu","neu","True","False","train"
"193","La AIReF rebaja su previsión de déficit al 7,3% del PIB por la mejora de la recaudación","AIReF","pos","neu","pos","True","False","train"
"194","Economía/Agricultura.- Ampliado el plazo de solicitud de ayudas de pago único para este año hasta el 15 de mayo","ayudas de pago único","pos","pos","pos","True","False","train"
"195","Unicaja recibe más de 700 peticiones de adhesión al ERE ","Unicaja","pos","neu","pos","True","False","train"
"196","El Ibex cierra en tablas: cae un 0,03% hasta los 8.612 puntos.","Ibex","neg","neu","neg","True","False","train"
"197","La industria inmobiliaria demanda a N.York por vetar comisiones a inquilinos","NYork","neg","neu","pos","True","False","train"
"198","El Banco de Inglaterra sube los tipos de interés al 0,25%","Banco de Inglaterra","pos","neg","neg","True","False","train"
"199","Santander quiere acortar distancias en dividendos ","Santander","pos","neu","pos","True","False","train"
"200","Cierre | Wall Street: El Dow Jones y el S&amp;P 500 establecen un nuevo máximo histórico","Dow Jones y el S&amp;P 500","pos","neu","neu","True","False","train"
"201","España recibió 31,13 millones de turistas en 2021, 52 millones menos que 2019 ","turistas","neg","neg","neg","True","False","train"
"202","La actividad de las fábricas chinas crece inesperadamente en noviembre por menores presiones","actividad de las fábricas chinas","pos","neu","pos","True","False","train"
"203","URGENTE l Gobierno prorroga la rebaja del IVA y del impuesto eléctrico para contener la factura de la luz","Gobierno ","neu","pos","pos","True","False","train"
"204","Los accionistas de Squirrel Media aceptan la compra del 75% de NET TV","accionistas de Squirrel Media","pos","neu","neu","True","False","train"
"205","Los grandes fondos se refuerzan en Bankinter antes del dividendo ","Bankinter","pos","neu","pos","True","False","train"
"206","En conjunto, los contribuyentes madrileños retendrán en sus bolsillos 334 millones de euros. ","los contribuyentes madrileños","pos","neu","neu","True","False","train"
"207","Goldman Sachs insiste en redoblar sus inversiones en el mercado bursátil","Goldman Sachs","pos","neu","pos","True","False","train"
"208","La demanda eléctrica cae un 5% en enero en España, arrastrada por la industria","demanda eléctrica","neg","neg","neg","True","False","train"
"209","NH gestionará los hoteles de Minor en Brasil y Portugal","NH","pos","neu","neu","True","False","train"
"210","Sector de gran consumo acusa políticos de frivolidad tras 4 años ""perdidos""","Sector de gran consumo","neg","neg","neg","True","False","train"
"211","Ebro Foods ejecuta la venta de su negocio de pasta Panzani a CVC Partners por 550 millones","Ebro Foods","pos","neu","neu","True","False","train"
"212","Las hipotecas, más baratas que nunca: la TAE toca mínimos mientras el Euríbor continúa su hundimiento","hipotecas","neg","pos","pos","True","False","train"
"213","Ibercaja nombra presidente no ejecutivo a Francisco Serrano ","Francisco Serrano","pos","neu","neu","True","False","train"
"214","Arias Cañete advierte de que la Covid podría crear objetivos ficticios en renovables","la Covid","neg","neg","neg","True","False","train"
